id,amount,contentIDs
magines,253,"83231,93180,93821,93979,94260,94475,96420,96421,96567,105408,105409,105508,105509,105510,105511,106240,106241,106242,106243,106744,106745,106746,106747,107459,107621,107785,107813,107814,107994,108120,108165,108166,109112,109144,109145,109146,109818,109948,110920,111204,111812,112691,113690,114185,114311,114380,114381,115420,115511,115662,115663,115664,115665,116659,117249,117921,124671,126162,126224,126225,126337,126406,126407,126408,126812,126927,127030,127031,127032,127033,127034,127035,127036,127037,127038,127039,127040,127041,127042,127043,127044,127386,127482,127545,127700,127808,128079,128166,128437,128547,128793,128873,129228,129368,129399,129445,129749,129771,130088,130346,130347,130610,130642,130643,131517,131979,131980,131981,132913,132990,132991,132992,133132,134178,134481,134482,134805,135026,135027,135028,135029,135720,135721,135990,136203,136211,136691,138425,140242,141699,142042,143881,145533,145534,145535,145536,145537,145538,145539,145540,145541,145542,145543,145544,145545,145546,145547,145548,145549,145550,145551,145913,146313,146314,146331,146332,146333,146363,146364,146418,146583,146612,146634,146635,146636,146637,146638,146709,146768,146820,146952,146999,147141,147169,147191,147210,147211,147212,147311,147312,147472,147488,147585,147958,148043,148060,148061,148062,148301,148442,148539,148540,148635,148836,149163,149164,149190,149191,149244,150228,150443,151293,151705,151842,154107,154204,154817,154818,159663,161956,162622,162645,163125,163437,163497,163498,163499,163500,163501,163502,163503,163504,163805,163823,163848,164095,164147,164169,164334,164344,164688,165154,165365,165468,165469,166265,166326,166327,166387,166465,166466,166467,166468,166469,166470,166471,166472,166473,166743,166881,166965,167130,167309"
holyhelm,250,"9958,11459,12118,12356,12961,12962,13736,14286,14606,17208,17756,17778,17806,17807,17808,17884,18046,18057,18283,18352,18490,22371,22707,22733,22812,23999,24285,24424,24425,24558,25041,25569,25652,25904,26048,28335,29124,30665,32947,32948,33103,34096,34200,34497,34902,34965,35224,37087,45452,47706,48261,48939,49379,49432,49632,49667,49809,50067,50685,51419,51503,51560,52090,53184,53843,54601,57027,57643,58947,59275,59276,59277,59278,61719,63537,64386,71397,73640,74686,75644,75702,76151,77636,78146,78690,78732,79303,79317,79343,79404,80101,80102,80103,80162,80541,80789,81589,84476,84626,85093,85611,85766,86141,86148,86522,87319,88017,88202,88654,89114,89478,90379,92029,93799,94513,94849,94902,95309,95373,95757,96014,96401,97893,98221,98222,98619,99755,100460,101890,102012,102220,102809,103172,104014,104145,105140,107790,108134,109963,110550,110779,111135,111215,111332,111369,112077,112159,112284,112285,112574,112635,113496,114824,114897,115232,115605,116707,116708,116709,116710,116711,116712,116818,117110,117293,117674,118894,119685,119809,120060,120576,120669,120770,120771,120917,120979,120997,121167,121177,121304,121426,121512,121604,121657,122036,122056,122381,122382,122383,122384,122385,122627,123901,123999,124049,124177,124567,124992,125083,125127,128056,128394,128468,128919,129071,129207,129268,133435,134701,134706,135477,135587,135616,136538,137271,137479,138489,138558,139165,139202,140018,144941,144942,147466,147596,147597,147957,154872,155895,156017,156018,156019,156538,157494,157552,158433,158840,159728,160083,160218,160374,160412,160866,160867,160880,160912,161739,161893,162371,165341"
gracefulbook,25,"127,5223,6918,11571,12015,12223,13181,29362,31080,31159,31666,48558,71691,82471,152396,153046,154016,158673,158681,160852,161608,161766,162300,162492,162511"
baconcsie,25,"289,24188,24672,25231,62832,70359,82667,82668,132561,136115,136467,136468,136469,136470,136471,136472,136473,136474,136475,136476,144683,145985,148426,148980,149148"
alotofjeff,25,"312,2361,2645,3800,4856,14936,15764,45501,45574,54241,65055,67174,67175,70820,81117,82511,85212,87993,88132,90502,94011,94536,108647,132760,143450"
babuza,25,"455,1547,6164,6398,6934,10153,19511,29916,38177,42949,52274,57738,57962,58383,58613,58665,58686,64923,69161,86571,90164,94549,94810,119031,167071"
isumienri,25,"623,1492,10026,10636,14689,25422,26981,36976,37184,39207,61671,70727,71187,71188,71189,73209,75596,77235,83287,85238,86990,90229,93104,107342,107919"
o0kk0ogreen,25,"636,4939,4940,15725,17954,20822,22171,23670,26974,30450,33997,62180,68912,107913,108289,117004,120293,128649,130278,144422,151258,155256,156762,159616,167020"
ab060986,25,"863,5519,11096,12815,31230,36477,47649,60265,69177,69560,73465,75181,85947,86312,102490,110261,112060,130919,131813,136833,149849,154759,156072,156553,164626"
Ct730d,25,"1092,1998,2493,3167,3478,3550,4979,5676,5858,105373,105413,105540,105579,106796,106987,107925,107971,108076,108303,108379,146947,147195,147237,148138,148322"
Orisinal,25,"1469,25697,26846,33147,33148,33667,35516,36657,42020,42108,42480,43337,45244,59273,60436,73215,88722,89950,93020,106575,107346,127196,127197,127198,136188"
zxcvbbb,25,"2850,4082,6363,35887,46462,47987,48090,50211,53575,70490,72470,75587,78911,97198,97973,113576,113577,113578,116465,116466,116750,117182,118647,134759,135447"
sulunpas,25,"3782,6788,11544,13544,15691,23054,24631,28088,28333,32154,32668,37056,41537,42955,44325,47650,51128,70779,88794,101910,121029,133985,137142,147662,147967"
s8624032,25,"4161,9907,11163,25501,27054,28977,41089,72745,73213,80805,87538,88302,90210,93567,99411,100236,102947,105118,124937,133552,134264,134563,136852,156840,159619"
klkmit6117,25,"4807,5302,5303,17247,46355,47319,51423,65398,67254,71763,78345,83619,86518,92724,114168,118556,122436,123127,143403,143536,145233,147964,148409,154456,167364"
adagiox,25,"5068,38825,84721,109787,121364,141880,143296,145151,145152,145153,147844,148367,148368,148369,148370,148371,148897,149951,154840,158179,159104,160970,161264,166865,167436"
lovealgebra,25,"6001,6217,6218,6798,6799,14832,35619,52199,68468,88033,89353,119107,125133,128790,128862,128863,128864,128865,128866,128932,128933,129428,129973,165682,167104"
a631097,25,"6739,31707,36100,36369,36784,36785,36786,36787,36788,36789,38643,38644,40846,63239,71369,82883,82884,82885,82886,82887,82888,91075,107624,111386,152262"
stanley9876,25,"6910,19032,29097,33230,33350,38254,38278,39110,39169,58826,59135,62205,65973,66924,66928,66971,67828,70053,80380,80859,84496,107052,128416,142936,146336"
sismiku,25,"6911,19987,36700,46757,57840,59334,59587,62962,80194,100423,103766,113801,123493,127568,127793,133644,133752,140368,140935,141492,141493,153260,153347,157717,166600"
jayway,25,"7859,7985,8054,8251,8430,9786,9859,10035,11543,12634,37362,48337,60166,62437,78121,100710,118880,124271,137207,138855,141019,151455,156387,156526,161897"
maxjoe,25,"7963,8017,8025,8454,8486,8487,8563,10479,11161,31886,32669,36184,36191,40464,40990,40991,44067,44068,44422,44469,44938,50674,50690,51142,118595"
SiFox,25,"9972,24617,24618,25737,27157,27649,31390,36128,36500,37061,37693,41580,61471,89391,92900,137465,141305,142847,143420,148789,148790,148840,158587,161032,161711"
cisyong,25,"10210,10287,13496,13571,19293,19667,58834,59481,60804,60865,77345,77346,104742,115354,115355,125052,125053,127647,128138,128414,130531,132307,135230,136270,159291"
ajia0818,25,"11333,11414,13335,13765,13989,14634,15040,15812,17664,25542,25782,27238,27882,28792,30547,31676,37686,77856,81910,82439,89215,92682,93039,100539,143431"
ianlawer,25,"11919,12538,13383,31399,35537,41904,48358,49882,50483,60467,79803,92891,95014,109628,117390,117391,117392,117393,117394,117395,117396,134667,135659,136605,147197"
airanfernee,25,"12145,12146,78207,79424,80988,81398,81612,81613,81828,82440,82499,82500,82585,82586,85579,91028,103866,110402,111229,111230,144750,146778,155334,157298,163029"
vsoper,25,"13284,13432,13433,13434,27724,27725,32064,32065,32066,34499,34522,34921,77410,77411,77412,83033,83034,84613,147818,148162,148163,148164,148165,148364,164918"
Neo0215,25,"13957,15328,20343,22217,22278,23115,63021,63125,89379,113746,115590,115867,122198,125273,127658,128209,128210,128211,131110,131111,132176,132177,133648,156339,156418"
gn01622545,25,"17413,18392,18607,20013,26957,28408,54892,66905,77647,120531,122362,122363,122758,123643,160493,160784,160946,160988,161101,161445,161644,162012,162724,166278,166819"
artdeco1,25,"18090,24413,24874,26135,26150,27889,28965,29721,29722,52031,52413,52578,52932,53241,76828,78848,81244,83252,88521,91210,95372,96284,96320,96557,108534"
nask,25,"18713,22080,26231,43969,43970,45991,46596,48866,50300,54736,55297,68378,70665,71684,71796,75994,113033,117630,118875,118993,119328,121979,156781,160574,162125"
getx105,25,"21692,22583,35095,42708,48142,48846,59272,62739,63468,70499,74138,79806,83890,84521,84676,85234,91211,92375,94809,97978,115459,116865,118689,125144,160044"
fonzae,25,"27594,27595,27731,27782,27790,112778,124233,124454,124455,124456,124457,124458,124459,124460,124461,124462,124463,129047,134029,141724,141944,142069,155459,158706,158707"
JackTheRippe,25,"29616,35641,36383,36593,37345,38170,38780,44096,44172,44910,50108,69512,73790,74061,77097,96266,97357,98164,98165,98343,99747,152518,156313,157754,166618"
flowersuger,25,"30362,33128,34995,34996,36413,37386,40931,64141,66814,69896,103812,104820,114993,117039,123277,128622,128623,133012,133543,135081,136058,136598,136712,144434,159655"
mattch,25,"34191,34445,34446,39062,61021,61022,61023,62653,62654,63182,79001,85745,96840,112972,115152,115153,115154,115155,120007,120474,122357,128384,129722,131402,167479"
kaowill,25,"78582,85432,85454,85676,85980,86135,87743,87773,87774,87775,88196,90131,90132,90133,109005,109076,109636,111271,111826,112873,114205,114810,115302,136800,151004"
axe0919,25,"79330,79690,80932,89392,94823,96744,98099,98349,102911,103085,104070,112504,116028,129415,138999,141046,143665,145442,149281,151878,153272,154143,154379,155312,155348"
Cendrillon,25,"80781,80936,81170,81370,81711,81894,81895,82463,88274,88275,88276,88277,89450,91435,105012,105013,105014,107530,114027,126913,144858,144859,150824,163523,166347"
Fabian0890,25,"99612,120873,122309,122417,123290,123291,123292,145211,146060,148131,148319,148862,148887,155683,155724,156212,156393,156413,159380,159957,160234,160339,161281,162042,162044"
rustic5566,243,"60,143,846,847,952,1028,1454,1910,1911,2260,2261,2262,2263,2264,2265,3371,3618,3752,4211,4773,4774,4775,4776,4777,4778,4779,4780,4781,4782,5264,5265,5971,5972,5973,5974,6291,6292,6293,6294,6690,6720,6721,7925,8503,8504,8505,10574,32602,32882,32883,32884,32964,33002,33053,33054,33055,33056,33057,33058,33423,33424,33425,33426,33427,33428,33429,33430,33431,33432,34956,34957,35357,35428,35603,35978,35979,36371,36372,36373,36791,36792,36793,36794,36795,36796,36797,36798,36799,37300,37301,38419,39790,39791,39792,40092,41201,41248,42012,42310,43551,43552,43553,46262,46263,46264,46265,46266,58900,58901,59003,61612,61613,61730,62535,62536,62773,62774,62775,62776,62777,62778,62779,63217,63596,63747,63748,63749,63750,63751,64037,64474,64932,64953,65108,65232,65298,65318,65722,65723,65724,65822,65976,65977,66278,66543,66544,66545,66546,66547,66548,66549,66550,66551,67166,67167,67168,67169,67440,67893,69000,80252,80335,80336,80411,80412,80413,80414,80865,80866,80867,80966,81394,81856,81857,82033,82034,82298,82299,83109,83110,83111,83112,83113,83114,83115,83116,83461,83541,83616,83831,83832,83833,83834,83835,147314,147315,147316,147317,147318,147489,147598,147949,147950,148124,148408,148516,148517,148518,154441,154442,154443,155511,155765,158205,158690,158691,158734,158735,159019,159242,159316,159317,164025,164026,164242,164939,165025,165345,165346,165347,165348,165456,165609,166046,166047,166234,166235,166236,166237,166238,166239,166240,166241"
lickllll,242,"956,1131,1175,1184,1185,1557,15358,18583,18672,19880,19887,19888,22698,22804,22838,23221,23294,23786,23787,23788,23789,24090,24091,24092,35167,35440,36654,36735,36749,36750,37705,37706,37831,38884,38969,38970,39220,39221,39222,39223,39502,39899,39900,40876,40877,40878,40879,40880,40881,40882,40883,40884,41119,41934,41935,42080,42099,42227,42228,42624,43292,49391,49436,49869,49910,50664,50920,51157,51386,51387,51388,51389,51390,51391,51392,51444,51504,51523,51524,51525,51526,52087,52276,52513,52514,54634,54846,55067,55068,55552,55585,55586,55587,55588,55589,55590,55640,55909,55963,55992,56707,57469,58451,63153,63212,63223,63224,63265,63734,66536,68582,69346,75734,75735,75736,75770,75771,78605,79191,79643,79644,79677,79678,81858,83589,83686,84483,84513,84514,85003,85035,85612,85819,96243,96467,96468,96469,96470,96505,96547,96548,98920,98921,99538,99603,99639,99695,99852,99853,99884,100034,100104,100419,101041,101266,101440,101535,101667,101949,102045,102046,102047,104015,108339,111275,111276,111277,140055,140726,140734,140985,141037,141258,141782,144561,144805,144806,145206,145264,145431,145432,145433,145451,147457,147458,147960,147993,147994,147995,147996,147997,147998,147999,148063,148064,148199,148200,148201,148202,148203,148204,148205,148373,148436,148437,149296,149671,149672,149796,149797,149892,149914,151415,152073,152172,152361,152490,154659,154660,158202,158203,158842,158882,161673,161740,161765,161823,161824,162373,163434,163435,163436,165687,166351,167346,167347,167348,167349,167350,167351,167390,167423"
meredith001,241,"48338,60301,62375,66950,67386,67438,67559,67611,67737,67943,69892,70866,71317,71395,71449,71477,71502,71527,71543,71736,71915,71955,72044,72184,72444,72544,72590,78859,78899,78987,79148,79243,79313,79320,79364,79375,79386,79431,79432,79516,79539,79567,79613,79681,79682,79751,79763,79773,79815,79822,79855,79910,79969,79970,80080,80098,80175,121416,121417,121583,122234,122487,122488,122558,122912,123056,123057,123058,123490,123491,123592,123641,123791,123819,123909,123910,123985,124019,124107,124108,124209,124231,124688,124689,124690,124691,124817,124830,126333,126488,126489,126524,126580,126727,126886,126961,126962,126963,127078,127392,127397,129181,136883,136896,137622,137911,137995,138048,138610,138673,142144,142177,142262,142305,142626,142700,142855,142864,142865,142875,142889,142893,142927,142950,143044,143045,143046,143047,143078,143347,143447,143467,143491,143503,143594,143633,143638,143991,144003,144095,144144,144181,144222,144223,144232,144233,144296,144315,144499,144531,144555,144740,144741,144809,144863,144871,144884,144889,144897,144967,145009,145036,145125,145126,145197,145272,145311,145312,145346,145361,145390,145391,145436,145437,145461,145504,146006,146027,146063,146064,146065,146066,146199,146250,146615,146631,146694,146725,146856,146868,146921,146922,146923,147010,147011,147050,147105,147106,147107,147108,147109,147110,147111,147112,147177,147190,147207,147236,147245,149298,149323,149714,149770,149784,149839,149890,149918,150002,150013,150151,151058,151087,151123,151512,151635,151715,158190,158569,158692,158929,158970,159293,159798,160675,161211,165788,165826,165837,165891,165972,166747"
cblade,240,"156,3328,4318,6526,10359,11810,12410,17906,19768,20190,21010,22368,22497,22911,23091,23762,23763,23836,24155,24252,24329,24578,24579,24712,25601,27450,27607,28144,32673,32902,32969,33261,33293,33294,33468,33469,33470,35113,37150,38214,38860,38861,39236,39361,40860,40861,40862,40863,40864,41243,41244,41245,41246,41247,41733,42292,42324,42648,44032,47258,47803,50099,50133,50465,50660,51414,52753,52754,53391,55994,56211,56212,58097,58899,58991,58992,58993,62129,62236,63085,63237,63583,63717,63718,63884,63968,64024,64025,64026,65322,65531,65819,67400,67437,67878,68052,68413,69165,69820,71381,71382,71383,71612,73446,73793,75935,76749,76933,77276,77310,77582,77857,77968,77969,78258,78309,80896,82692,82693,82694,82695,82696,82697,83371,83622,83917,83918,84253,85286,85372,85603,85746,85747,86074,86418,88029,91452,96205,96254,99708,107836,107837,108426,108725,109168,110543,112122,113851,114097,117361,117362,117777,121236,121387,121823,123220,127540,129223,129224,129828,129981,130207,131712,133226,134345,134386,134493,134967,135054,135805,135806,135807,136007,136008,136009,136010,136011,136012,136013,136579,137692,138052,138096,138097,138326,138327,141996,146218,146759,146760,146833,146865,146944,147096,147097,147098,147099,147100,147101,147295,147296,147297,147475,147797,148036,148249,148395,148396,148441,148803,149301,149392,151669,152245,152618,152692,152693,152773,152982,154187,154429,154814,161329,161386,162477,162525,162526,162527,162784,162785,163196,163234,164323,165362,165607,165643,165688,165689,166094,166204"
ebey30918,240,"1906,2295,3038,3039,3137,3611,3612,3613,3927,4459,4584,4605,5140,5141,5142,5143,5144,5145,5146,5147,5148,5149,5283,5284,5714,5990,6406,7008,7599,10311,10561,10587,10821,11044,11045,11367,11842,12000,12267,12354,12478,12582,12583,12584,12671,12672,12673,13030,13262,13263,13264,21974,24319,25576,26245,26411,26517,26717,26718,27126,27345,30754,30971,31941,31986,32096,32430,32447,32604,32605,32606,32607,32676,32677,32678,32679,32744,32824,33623,34265,34335,34726,35029,35221,35280,35300,35352,35964,35999,36000,40416,40854,40855,40856,40857,41273,41274,41933,42252,42253,42277,42657,42774,42795,42796,43078,43079,43080,43196,43197,43198,43199,43200,43201,43202,44588,44589,44590,44591,44592,44593,44594,44595,44596,46225,46226,46706,46807,46850,47171,47691,47781,47886,52397,52748,52865,53144,53210,53248,53249,55642,55643,55767,55910,56053,56054,56055,56224,56225,56856,56959,56997,57879,58274,58275,58407,58408,58868,58995,58996,58997,66374,66612,66899,66900,66919,67392,67729,67730,67731,67767,67977,67978,68001,68049,68050,68405,68431,69056,69077,69078,69079,69842,69843,69844,69845,70768,71105,72987,74149,74150,74151,74800,75017,75018,77854,77957,78071,78253,78254,78255,78256,78306,78534,78564,78631,78807,78980,79150,79151,79152,79207,79828,79941,79942,80832,86280,91017,91442,91443,91444,91518,91519,91520,91641,91642,91643,91644,91645,91842,92244,96991,98014,101879,101970,102463,102464,108813,163641,163642"
vincent0911x,24,"153,7966,11147,11196,11593,11944,47656,48163,48580,53816,56476,56585,67006,71197,73645,74407,83255,93361,94445,99511,110682,138044,138045,138454"
shincha,24,"186,735,736,2030,2163,5507,28796,28797,30753,30963,31209,38494,40105,40106,40107,42166,42522,43801,59392,60253,61374,105773,105916,106064"
mountain821,24,"213,5350,53440,65392,66048,67310,69012,79468,84329,86971,91794,92736,100723,103393,109529,109885,130693,131015,134681,146399,147443,147933,152202,158529"
Knulp,24,"395,1453,3031,3109,3417,3789,4141,4187,10504,10505,19141,21458,30856,32279,33127,34728,49153,54278,66205,68249,72435,109169,112634,121733"
sunnyhung,24,"1056,1065,3748,6271,7200,8639,9993,11188,45801,48008,133216,141737,142050,142051,146381,146585,152869,153497,153871,154980,161788,165194,165213,165895"
ben0715,24,"1067,8103,37749,78587,80134,80227,95618,95659,96422,106866,107333,123594,123595,126731,134317,134724,134931,135318,135547,146295,153158,153707,164368,166411"
albertjs,24,"1082,3695,4202,5747,6322,9834,9835,10726,11986,14207,16901,16902,16903,16904,17703,18923,18924,34420,34794,36602,44344,52923,55152,108170"
IloveJTT,24,"1321,18126,26528,26529,27137,27191,27347,29290,33885,33886,34864,37670,38496,44852,53435,73384,73385,76157,76759,78161,103384,131828,145623,158516"
p1227426,24,"1507,10880,32030,62025,68958,73801,73943,84267,105516,105517,125731,129985,131003,143187,143555,144800,147410,148813,150245,151343,156059,159620,163928,165120"
pchome321,24,"1518,2592,28943,28944,38466,92499,92966,105692,107930,108313,109862,119363,127069,127235,127887,127888,128206,128897,129050,134984,136041,136599,148116,163095"
ubcs,24,"1852,1952,2298,3655,8970,35990,36591,43716,56308,57888,62492,63102,63991,67096,71059,72766,78006,78375,93885,96030,114089,119884,138949,166121"
chen628,24,"3183,5092,24842,36674,58197,58198,60859,61319,76623,79935,79976,102601,105684,123838,124368,130607,149150,156193,156621,156622,156623,156966,160209,163065"
PenguinLee,24,"3463,7487,8171,9166,9743,13392,13954,14104,19488,20400,20401,28769,33125,103072,105112,106706,111746,121158,127075,144091,156873,161400,163142,163646"
kanoto,24,"3557,15332,25026,25545,28168,31197,32042,33138,33595,52664,54575,84843,86530,88011,88772,93295,94512,100532,128217,130993,132633,151310,155282,158015"
zkow5566,24,"4012,5929,54925,55144,59975,99770,106884,107469,112178,120260,120261,127366,127479,128853,129236,129237,134171,136020,136692,136920,149192,164938,167145,167370"
jj980734,24,"4168,10393,15048,15383,17453,17847,19168,19499,20015,41492,41493,45763,61526,62837,69287,73481,90227,91184,118747,123545,123876,125435,128200,141645"
killer110,24,"4953,6171,27565,29222,32393,38151,38402,39400,42123,46760,47340,47341,47342,47343,47344,47734,49700,50495,66398,66886,67239,102223,142461,146184"
EAFV,24,"5014,17965,23678,31614,32303,33173,60491,72553,84014,93640,105454,106347,106630,107229,107933,111754,116168,117157,125481,126496,127297,128675,132205,162352"
azureair,24,"5138,7164,7421,10675,12416,12562,15760,18094,20009,20415,22091,25142,32848,42425,71870,77304,94528,100380,110075,111705,123068,132657,163694,166987"
ae8450,24,"7203,7482,8119,9587,9798,10254,10398,10998,11401,11514,11630,11718,11967,12107,12151,12215,12464,13040,43055,43145,43366,44352,124813,124923"
sikerkuaitai,24,"7301,13761,15863,20693,21337,21853,25745,27414,53025,56381,57764,58096,67245,72724,73059,86912,88251,89119,94082,98271,102524,102925,115746,141637"
jack2324,24,"7348,26841,41187,66625,67686,67687,68294,88449,88798,89330,90203,92995,92996,92997,92998,110429,136835,141516,141517,142741,152253,166921,167233,167414"
b08297,24,"8521,8867,12388,30735,31709,32901,35417,43390,61403,82593,105548,107385,107616,110539,117683,131557,139017,144559,144909,150846,159028,160330,161205,163185"
itsmyspirit,24,"8898,46825,52931,87648,89939,97966,100228,104406,109236,113221,113222,117478,122988,125541,133980,136781,139511,142744,143006,152781,153531,153583,159067,160585"
wolfluen,24,"9098,47755,54090,70819,70843,72365,89617,90423,91036,97169,97569,140304,140424,140750,140791,140832,140843,142566,144314,145420,145421,145422,156524,167401"
toastegg,24,"9432,16569,18074,18163,18249,20735,21384,28324,28405,31226,42690,47405,64925,64990,65801,70612,89127,89503,118019,134817,135872,136113,136596,138706"
a7788783,24,"11240,11990,12112,12113,12982,13244,14358,32583,32645,32684,35787,36640,38039,44633,47673,47784,62195,75360,120537,133119,155022,156198,156995,156996"
saten,24,"12152,12905,13173,24271,39886,60386,60464,60556,72728,75544,79928,105375,105437,105884,117381,117626,131467,137623,155180,155181,155182,155183,155184,166719"
allenpatrick,24,"12288,17284,21948,22142,25877,26200,30967,38945,39737,40053,44956,45055,59851,59973,60239,67899,68232,68871,83415,89181,91630,119377,124306,142031"
yusanhu,24,"13442,15832,30351,37361,49046,49119,50035,50444,50599,51230,51485,72162,72382,78051,82684,110847,124277,124346,125168,125596,145794,151053,155425,155748"
speeddd,24,"13756,15036,17237,17478,17948,18362,18807,18808,18809,20977,21386,33457,33458,34051,34428,34817,34993,36331,37168,38062,40235,44053,44795,54985"
kevin59666,24,"16941,19043,19837,20165,20414,20767,24417,36484,45803,48987,52334,52449,56115,71035,73967,74844,84170,85871,86638,91133,113159,120686,133774,156729"
zzzzzzzzzzzy,24,"17984,18664,19358,19758,27378,43365,65870,116676,116804,116882,150039,150998,150999,151847,153720,153754,153821,155771,157799,157885,158582,158596,158597,161982"
AaronEckhar,24,"18022,18194,18498,18499,38515,39860,39861,39862,60904,61767,62623,65312,70419,70420,79019,79020,79021,81836,97278,97826,108989,109928,129473,132550"
m82,24,"18252,36488,50142,50868,51970,52965,56423,68056,69164,69437,70767,71458,74058,76456,94643,97797,98335,158858,159938,160468,161201,165123,166859,167117"
Arlen,24,"19264,24669,31291,31292,31293,36965,38250,38519,54094,58898,60493,71278,71577,71578,74376,74835,77882,95607,96016,141012,141393,142000,147175,166663"
jimmyso,24,"20592,20756,20879,21125,24110,26020,32187,32579,62887,63730,65081,65245,66332,67022,67102,68305,71019,71020,71592,71778,72697,128258,138138,139289"
nuc1earsub,24,"21247,21280,21416,22599,24344,29667,39817,49043,52822,54664,56986,65850,71472,82567,92225,94423,107488,146538,147710,149081,153875,162140,165435,165665"
jonathan8032,24,"22843,28366,28396,29418,47481,47489,47507,47572,47683,47746,47768,47786,48395,48561,48600,54803,55013,74730,84452,84837,92377,97552,107941,121751"
porridge,24,"26570,28831,30996,32749,33512,33513,35111,44818,75261,99193,110300,110862,116200,122803,123517,124551,127351,127352,128195,129380,130267,131138,155277,163121"
djboy,24,"27153,27154,27155,27156,27812,27813,46598,51221,72072,72073,72074,72075,75113,76681,76682,79480,79481,79482,82067,85503,101485,104174,106111,119077"
chumichumi,24,"27833,38829,39199,39569,41604,44120,63955,78125,78838,90356,90621,106911,106969,107542,135956,136132,136612,141274,142156,142242,142397,144088,144438,147205"
tzujan,24,"27895,27896,66988,80696,103589,109934,109935,111189,111190,111191,112448,125846,126184,126379,130981,138341,138695,144321,144508,146146,146842,151234,166027,166028"
polos,24,"31052,31058,38922,38923,39086,39093,39528,39529,39595,39650,40351,40468,40528,40656,65460,65567,65678,65856,65945,66291,66711,82423,135694,156187"
ecejc,24,"31432,31498,31499,31500,31501,31502,34274,63512,63535,63536,64352,65487,111164,113489,114147,115272,134170,135075,136043,149926,149927,149928,152521,158151"
CrackedVoice,24,"33355,33356,36677,40079,42320,42441,43234,86004,107565,109562,112652,114437,115070,115761,123543,123980,125783,126057,133651,135654,135826,138701,139135,153422"
KINGWAP,24,"33793,33794,45253,62596,101839,111402,111456,111492,111506,112020,112021,113141,134661,135296,138034,138293,138715,152864,153102,153307,153379,154031,154104,159883"
MyDice,24,"39782,39783,39784,39785,39786,40724,157020,157021,157511,157533,157559,157596,157694,157907,158500,163524,163637,163638,163639,163742,163743,165498,165499,165500"
pujipuji,24,"56317,87200,93671,106326,106935,106936,106937,107190,107645,107646,117701,126865,130128,139391,139444,139900,139985,146312,146408,147770,147771,153660,153661,155839"
lucy7331,24,"56357,61307,132690,132691,132692,132693,132694,132695,132696,132934,132935,132936,132937,133419,136361,136362,147123,147246,147476,147679,147680,147681,147682,155010"
fish10241,24,"60159,60641,63423,64816,83436,118057,118058,119714,119715,127677,127678,134325,139114,139115,140434,146787,146788,146855,148456,149431,155101,155358,165593,165762"
CCfss,24,"61473,61731,62821,63155,63156,63345,63497,64580,65505,68490,71507,77260,78529,80806,81759,82077,82224,82351,84755,88529,88530,88531,88532,112828"
hlcian,24,"79003,79004,79622,79623,79624,79625,79626,79867,80003,80004,80330,80331,80332,80333,80897,82049,82354,83210,100304,109938,111200,111201,111202,111203"
shengyeh,24,"83996,96981,126112,132931,133287,134969,135246,136657,136980,137674,137675,137676,137997,137998,137999,138000,138001,138763,140876,141497,145315,145491,147686,151425"
DarkKnight,238,"3386,3671,4103,4498,5028,5945,7175,7265,7337,7501,7537,7757,9476,9647,9827,10076,10090,10178,10221,10374,10513,11276,11482,11483,12076,12133,13386,13633,13932,14088,14282,14495,15556,15557,16533,18052,18108,18195,18318,18354,18671,18709,20241,20605,21996,22913,23013,23400,33039,33329,33384,34474,34556,35918,36532,36533,36534,37754,38522,38741,38803,38872,38978,39170,39265,39466,39526,39578,39691,39828,39835,39878,39938,39967,40529,40555,41344,41345,41346,41778,41989,46883,48056,48301,48652,48806,49170,50201,50716,50739,51728,51928,51999,52021,52051,52387,52485,62227,64222,64636,67347,70557,70631,70745,70757,71144,71428,71490,71553,72088,72275,72666,73077,73154,73226,73345,74462,75603,75671,75828,75880,76718,83639,83679,83701,83750,83751,83812,84509,84630,84730,84731,84732,84733,84734,84847,85011,85201,87985,88326,90152,91728,93338,94689,94690,95429,95524,96345,106898,107336,107494,107495,107496,107497,107498,107499,107500,107501,107747,108210,108528,108777,109648,109649,109650,110947,111007,111577,114022,115419,115723,116386,116425,116686,116810,116826,117254,117563,117670,117816,117817,117818,117966,118119,118274,120942,122296,126945,126974,128182,129614,129615,132874,134434,134546,136877,137186,137419,137420,137631,137803,137849,137874,137875,137914,138053,138851,139349,139700,140097,140107,140295,140344,140900,141047,141310,141455,141456,141457,142748,142749,142874,143337,144478,149068,150707,150987,151376,153777,157292,158267,158268,158446,158540,165242,165243,165714,165715"
