id,len1,len2,len3,len4,len5,len6,len7,len8,len9,len10,len11,len12,len13,len14,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14
xinxin3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
LamperQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sealdoom,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['413307'],[],[],[],[]
xictpooo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sk54869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
F12NLargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
chigo520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
rootwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
postit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
applehpsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ogiwolf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
fongling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
shin840628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
peatle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['13792'],[],[],[],[],[],[],[],[],[],[],[],[]
NiMaDerB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['82162'],[],[],[],[],[],[],[],[],[],[],[],[]
sedition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
leafall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
iahope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hl25572004lf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yentingeric,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['262908'],[]
inegegoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yomo2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
naturaljuice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ROYHOP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['73796'],[],[],[],[]
zxcv987654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
KungFury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
conipop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
legendd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
anson26666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
wdpone5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
asabruce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Atropos0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
fang314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
leophior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Wojnarowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
koruse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
lions6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
dongdingding,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['344842'],[]
doublemouse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['403213'],[],[],[],[],[],[],[],[],[],[]
micmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
poet1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
andyy813043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
lexusknight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kevinken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Lukechao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yaes111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['344908'],[]
darkangel119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
whopeter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['15820'],[],[],[],[],[],[],[],[],[],[]
twlicn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['15858'],[],[],[],[]
capazek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CHENCHIEH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
lolicat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
laechan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
demetrylin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
a606152004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
btoco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
TravelFar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
R3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
syusin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ex990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Hiatc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
shitboy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
a8017700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
beermug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yocmjc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
wantshithole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
minamibaby,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['263532'],[],[],[],[]
Krait43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['30109'],[],[],[],[],[],[],[],[],[],[]
Hinger05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hinajian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
REMEMBERYAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
tnjolin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
justin0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Mk56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
cerwvk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ttcml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hellomotogg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kanehhh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['191815'],[]
iversonya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
likecheese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
brianjr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sk100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
WatsonChao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
callmyname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
pttnews,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['172717'],[],[],[],[],[],[],[],[],[],[]
Airpods,0,1,0,1,0,0,0,0,0,0,0,0,0,0,[],['268070'],[],['268070'],[],[],[],[],[],[],[],[],[],[]
msmjason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
benten47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
orphan7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
lav1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
bapy1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jacksheen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['19759'],[],[],[],[],[],[],[],[],[],[],[],[]
chunshuo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Lumial020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
VacantLife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
bernie90006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['68086'],[],[],[],[],[],[],[],[],[],[]
fred12345tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
isolaX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
floz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FRANCO11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
a71y242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
f22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
L078123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
m90203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
lawranceno1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['228277'],[],[],[],[]
s878530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
redial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
cods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
viral77321,0,1,0,0,0,0,0,0,0,0,0,0,1,0,[],['23049'],[],[],[],[],[],[],[],[],[],[],['279916'],[]
chueii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
delnet,0,0,0,2,0,0,0,0,0,0,0,0,0,0,[],[],[],"['23824', '186409']",[],[],[],[],[],[],[],[],[],[]
syun1994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['23659'],[]
biorgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
othen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
foxeshen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['420758'],[],[],[],[]
wa007123456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
amou1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sillygoose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Sakura0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
umgym,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],[],[],[],[],[],[],['335776'],[],[],[],[],[],[]
robin82001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ymcg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
tony50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yys310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hate56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
lsw0529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
turiddu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
suaowilliam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sweetonion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
cuham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
pinkgun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
shujoe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['65478'],[]
onehopu111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],['155641'],[],[],[],[],[],[],[],[]
alex7109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
wengo,0,0,0,2,0,0,0,0,0,0,0,0,0,0,[],[],[],"['29072', '404817']",[],[],[],[],[],[],[],[],[],[]
abcd575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['271482'],[],[],[],[],[],[],[],[],[],[],[],[]
cuka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jamey30938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sa250135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yuyukuo0205,0,0,0,1,0,0,0,0,0,0,0,0,1,0,[],[],[],['29580'],[],[],[],[],[],[],[],[],['191919'],[]
vvvgty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
e9ez1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['98596'],[],[],[],[]
joydow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
wappie3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
chic9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sammmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
domotocat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
vsss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jads210244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hatephubbing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
forfan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
m821014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['175209'],[],[],[],[],[],[],[],[],[],[]
verydolungbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
werty982730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
WBS0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
cchermit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
u155247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
mm06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
chiz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
STIMBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ejrq5785,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['191922'],[]
milktea33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kxt970721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
wheatear7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
fongminp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['245865'],[],[],[],[],[],[],[],[],[],[]
kina,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['274645'],[],[],[],[],[],[],[],[],[],[],[],[]
vsdvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
tw2000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,[],"['33602', '37496']",[],['37496'],[],[],[],[],[],[],[],[],[],[]
LurKer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
HNO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
qingalen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hayeschen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],[],[],[],[],[],[],['62075'],[],[],[],[],[],[]
kenny5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
imjeffreylee,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['263883'],[]
rzagzaodb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
tim80302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jachan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['409096'],[],[],[],[],[],[],[],[],[],[]
kirilenko47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kuwawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yoyufaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ratiugyokai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['31245'],[],[],[],[]
e741000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SCEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SangoDragon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['360196'],[],[],[],[],[],[],[],[],[],[]
chiuan0982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
zxc31078001,0,0,0,0,0,1,0,0,0,1,0,0,0,0,[],[],[],[],[],['131064'],[],[],[],['131064'],[],[],[],[]
kgcpu96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CoolMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Wellesley95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
cybeth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
coolway76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
vodo0420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
joemax19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jameshihi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ppp9654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Dementors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
akirapai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
superlight1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ceroecovuoto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['33615'],[]
aiam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['344884'],[]
amoioligo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
tsohg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
garlic1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
shortimex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jack1235544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['58623'],[],[],[],[]
yellow3621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['33883'],[]
albert801020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['192132'],[]
wake01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['42529'],[],[],[],[],[],[],[],[],[],[]
spring29767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['120347'],[]
Eric85768,0,2,0,0,0,0,0,0,0,0,0,0,0,0,[],"['34124', '412652']",[],[],[],[],[],[],[],[],[],[],[],[]
echomica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
dala123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
yayunting,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['339501'],[],[],[],[]
ohyesisme,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['387086'],[],[],[],[],[],[],[],[],[],[]
chal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hn13922866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
zizek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
felix1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
garbo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['36251'],[],[],[],[],[],[],[],[],[],[]
